dates,Title,File,Political Influence,Scientific Data Mentioned,Statistical Data Mentioned,Source Mentioned,Authenticity,Stance Detection,Location,Focus,Target,Authority Involvement
19 January 2020 05:55,ঢাকা বায়ুদূষণে আবার শীর্ষে,ID-3722.txt,Yes,No,No,Yes,Real,Positive,Bangladesh,Environmental Pollution,Dishonest people,Government
02 December 2020 08:20,নড়াইলে পাঁচটি ইটভাটা ভেঙে দিয়েছে পরিবেশ অধিদপ্তর,ID-3723.txt,No,No,No,No,Real,Positive,Bangladesh,Environmental Pollution,Industries,Environmental/Forestry Authority
15 January 2020 09:19,ঢাকার বেশির ভাগ স্থানেই হচ্ছে শব্দ দূষণ,ID-3724.txt,No,Yes,Yes,Yes,Real,Positive,Bangladesh,Sound Pollution,General People,Scientists & Researcher
08 December 2019 07:29,"দূষণ বাড়ে, মৃত্যু বাড়ে, জিডিপি বাড়ে",ID-3726.txt,No,No,Yes,Yes,Real,Positive,India,Climate Change,All,Legal/Court
07 December 2019 08:05,বায়ু দূষণ: মেট্রোরেল-এলিভেটেড এক্সপ্রেসওয়ের জরিমানা,ID-3728.txt,No,No,Yes,Yes,Real,Neutral,Bangladesh,Air Pollution,Authority,Legal/Court
01 December 2019 10:26,কক্সবাজারে কয়লাভিত্তিক বিদ্যুৎ প্রকল্প হলে দূষণ ছড়াবে',ID-3729.txt,No,No,Yes,Yes,Real,Positive,Bangladesh,Environmental Pollution,N/A,Other Authority
12 April 2024 06:31,"টাইগার হিলের পরিবেশ নষ্ট হচ্ছে, মামলা",ID-373.txt,Yes,No,No,No,Real,Positive,India,Foresty and Tree Plantation,Authority,Legal/Court
01 December 2019 05:00,অবৈধগুলো এখনই বন্ধ করা হোক ইটভাটার দূষণ,ID-3730.txt,No,No,Yes,No,Real,Positive,Bangladesh,Air Pollution,Government,Legal/Court
24 September 2020 05:21,"শের-ই-বাংলা মেডিকেল হাসপাতাল চত্বরে ভাগাড়, বিষিয়ে উঠেছে পরিবেশ",ID-3731.txt,No,No,No,No,Real,Positive,Bangladesh,Environmental Pollution,Authority,Other Authority
03 November 2019 04:46,দূষণ রোধে দিল্লিতে বিদ্যুৎ-চালিত বাস চান ম্যার্কেল,ID-3733.txt,No,No,No,No,Real,Neutral,India,Environmental Pollution,N/A,N/A
29 July 2020 06:30,পরিবেশ রক্ষায় পুরস্কারের সবই দান করল কিশোরী থুনবার্গ,ID-3735.txt,No,No,No,No,Real,Positive,Global,Climate Change,N/A,N/A
05 June 2020 16:22,পরিবেশ সংরক্ষণ করলে রোগব্যাধি থেকে সুরক্ষা সহজ হতো: তথ্যমন্ত্রী,ID-3739.txt,No,No,No,No,Real,Neutral,Bangladesh,Environmental Protection,N/A,N/A
08 August 2019 05:00,নদ-নদী রক্ষায় কোনো শৈথিল্য নয় ভৈরব নদে দখল-দূষণ,ID-3740.txt,No,No,Yes,Yes,Real,Positive,Bangladesh,Water Pollution,Dishonest people,Government
24 April 2020 11:22,করোনায় পাল্টে যাচ্ছে পরিবেশ-প্রকৃতি,ID-3741.txt,No,Yes,Yes,No,Real,Positive,Bangladesh,Climate Change,N/A,N/A
06 March 2020 12:52,রাজনীতির মাঠে ক্রমেই গুরুত্বপূর্ণ হয়ে উঠছে পরিবেশ ইস্যু,ID-3743.txt,Yes,No,No,No,Real,Positive,Bangladesh,Environmental Pollution,General People,Government
02 March 2020 02:00,পরিবেশ সহায়ক বায়োপ্লাস্টিকের ব্যবহার বাড়ানো দরকার,ID-3744.txt,No,No,No,No,Real,Neutral,Bangladesh,Plastic Pollution,General People,Other Authority
26 February 2020 17:45,চবিতে গাছ সাবাড়ে জড়িতদের নোটিশ দিল পরিবেশ অধিদপ্তরের,ID-3745.txt,No,No,No,No,Real,Positive,Bangladesh,Forestry and Tree Plantation,Dishonest people,Government
01 June 2019 13:37,উন্নয়ন কর্মকাণ্ডের কারণে বায়ু দূষণ বাড়ছে,ID-3746.txt,No,No,No,No,Real,Neutral,Bangladesh,Air Pollution,Industries,N/A
24 February 2020 09:54,চবিতে গাছ ও পাহাড় কাটার প্রমাণ পেয়েছে পরিবেশ অধিদপ্তর,ID-3747.txt,No,No,No,No,Real,Negative,Bangladesh,Forestry and Tree Plantation,Dishonest people,Government
11 April 2024 06:49,"তিন মাস বন্ধ যন্ত্র, আটকে চলন্ত গাড়ির দূষণ মাপার কাজ",ID-375.txt,No,No,No,No,Real,Positive,India,Air Pollution,General People,Environmental/Forestry Authority
05 February 2020 06:17,প্রধানমন্ত্রী সুন্দরবন ও পরিবেশ রক্ষায় খুব আন্তরিক: মার্কিন রাষ্ট্রদূত,ID-3750.txt,No,No,No,Yes,Real,Positive,Bangladesh,Environmental Protection,Government,Other Authority
29 January 2020 07:55,পলিথিনমুক্ত পরিবেশ চায় স্কাউটরা,ID-3753.txt,No,No,Yes,Yes,Real,Positive,Bangladesh,Plastic Pollution,General People,Other Authority
02 May 2019 09:44,"হালদায় তেল দূষণ, নদী কমিশন নড়ুন-চড়ুন",ID-3755.txt,No,No,Yes,Yes,Real,Positive,Bangladesh,Water Pollution,Authority,Government
29 April 2019 10:01,পরিবেশ প্লাস্টিক-দূষণ বাড়ছে,ID-3757.txt,No,Yes,Yes,No,Real,Neutral,Global,Plastic Pollution,N/A,N/A
13 December 2019 13:18,মুজিব বর্ষে পরিবেশ রক্ষার কর্মসূচি চান সুলতানা কামাল,ID-3759.txt,No,No,No,No,Real,Neutral,Bangladesh,Environmental Protection,Dishonest people,N/A
10 April 2024 13:04,ইদের ফ্যাশনে পরিবেশ বাঁচানোর ডাক! চটের বস্তা দিয়ে তৈরি কুর্তা-পাজামা এল বাজারে,ID-376.txt,No,No,No,No,Real,Positive,India,Environmental Pollution,N/A,N/A
27 March 2019 09:08,দখল দূষণ অনিয়মের গ্রাসে নদী-নৌপথ,ID-3760.txt,Yes,No,Yes,Yes,Real,Positive,Bangladesh,Water Resource Pollution,Dishonest people,Government
16 March 2019 09:37,নদ-নদী দখল ও দূষণ রোধে নৌসমাবেশ,ID-3762.txt,Yes,No,No,No,Real,Positive,Bangladesh,Water Resource Pollution,Industries,N/A
16 November 2019 11:37,‘কয়লাভিত্তিক বিদ্যুতের উৎপাদন পরিবেশ বিপর্যয় সৃষ্টি করবে’,ID-3764.txt,No,Yes,Yes,Yes,Real,Negative,Bangladesh,Environmental Pollution,World power,Government
09 April 2024 10:17,"পরিবেশবান্ধব ক্যাফে! বাসন থেকে রান্না, সবেতেই পরিবেশ সচেতনতার বার্তা",ID-377.txt,No,No,No,No,Real,Positive,India,Environmental Pollution,N/A,N/A
23 September 2019 06:16,দুই প্রতিষ্ঠানকে ৮৪ লাখ টাকা জরিমানা পরিবেশ অধিদপ্তরের,ID-3772.txt,No,No,No,No,Real,Positive,Bangladesh,Environmental Pollution,Industries,Environmental/Forestry Authority
16 July 2019 09:30,"পরিবেশ, উপকূল ও মানুষের সুরক্ষা চাই",ID-3778.txt,Yes,No,No,No,Real,Positive,Bangladesh,Environmental Protection,Dishonest people,General people
20 September 2018 05:06,পরিবেশ পরিচ্ছন্ন রাখার দায়িত্ব সবার দূষণ ও মৃত্যু,ID-3786.txt,No,No,No,No,Real,Neutral,Bangladesh,Environmental Pollution,All,N/A
07 January 2019 04:46,দূষিত হচ্ছে সমুদ্রের নীল জল,ID-3796.txt,Yes,Yes,Yes,Yes,Real,Positive,Bangladesh,Wildlife,General People,Government
28 March 2024 10:21,ঢাকার বাতাস আজ অস্বাস্থ্যকর,ID-38.txt,No,No,Yes,No,Real,Neutral,Bangladesh,Air Pollution,N/A,N/A
22 December 2018 07:53,পরিবেশ বাঁচানোর কথা কেউ বলল না!,ID-3801.txt,No,No,Yes,No,Real,Negative,Bangladesh,Environmental Pollution,Government,Legal/Court
04 November 2018 11:43,পরিবেশ বিষয়ে বৈশ্বিক ভোক্তাদের সচেতনতা বাড়ছে,ID-3817.txt,No,No,No,No,Real,Positive,Bangladesh,Environmental Protection,N/A,Other Authority
09 December 2016 19:15,অনিরাপদ মল ব্যবস্থাপনায় ব্যাপক পরিবেশ দূষণ হচ্ছে,ID-3818.txt,No,No,No,No,Real,Positive,Bangladesh,Environmental Pollution,N/A,Other Authority
21 October 2018 09:49,কয়লা ধুলেও ময়লা যায় না ভারতের!,ID-3822.txt,Yes,Yes,Yes,Yes,Real,Positive,India,Environmental Pollution,All,Scientists & Researcher
21 March 2018 08:55,দূষণ ও শিল্পের চাপে কোণঠাসা সুন্দরবন,ID-3823.txt,No,No,No,No,Real,Neutral,Bangladesh,Plastic Pollution,Industries,N/A
01 September 2018 09:38,মিয়ানমার-থাইল্যান্ড মহাসড়ক 'পরিবেশ বিপর্যয়কারী',ID-3826.txt,Yes,No,No,No,Real,Positive,Global,Climate Change,Government,Environmental/Forestry Authority
27 January 2018 13:24,গাজীপুরে শব্দ দূষণ করলেই শাস্তি,ID-3827.txt,No,No,No,No,Real,Positive,Bangladesh,Sound Pollution,Government,Legal/Court
23 July 2018 10:44,‘অতি উৎসাহী’ পুলিশ নিয়ে শঙ্কা আরিফুলের,ID-3830.txt,No,No,Yes,Yes,Real,Positive,Bangladesh,Climate Change,N/A,N/A
09 December 2017 07:25,দিল্লির দূষণ নিয়ে চিন্তিত আইসিসিও,ID-3833.txt,No,No,Yes,Yes,Real,Negative,India,Air Pollution,Government,Other Authority
05 June 2018 10:18,বিশ্ব পরিবেশ দিবস চিংড়ি চাষ বিপন্ন করছে দক্ষিণের পরিবেশ,ID-3838.txt,No,Yes,Yes,Yes,Real,Positive,Bangladesh,Water Pollution,General People,Other Authority
11 November 2017 07:38,"দূষণ, আবর্জনার কবলে শীতলক্ষ্যা",ID-3839.txt,No,No,No,No,Real,Negative,Bangladesh,Water Resource Pollution,Industries,Other Authority
16 October 2017 11:05,বর্জ্যের দূষণ,ID-3843.txt,No,No,No,No,Real,Problematic,Bangladesh,Environmental Pollution,Industries,N/A
24 August 2017 18:15,ট্যানারির বর্জ্যে ধলেশ্বরীর দূষণ রোধে হাইকোর্টের নির্দেশনা,ID-3847.txt,No,No,No,No,Real,Positive,Bangladesh,Heavy Metal,Industries,Legal/Court
04 February 2018 06:59,পরিবেশ রক্ষায় রিসালাত,ID-3852.txt,Yes,No,No,No,Real,Positive,Global,Climate Change,N/A,UN
25 January 2018 08:03,"উন্নয়ন আগে শুধুই উন্নয়ন, গণতন্ত্র বা পরিবেশ পরে",ID-3854.txt,No,No,Yes,Yes,Real,Negative,Bangladesh,Forestry and Tree Plantation,Government,Other Authority
29 December 2017 07:41,পৃথিবী পরিবেশ ও অর্থনীতি দুটিই বাঁচাতে হবে,ID-3859.txt,No,No,Yes,Yes,Real,Positive,Bangladesh,Environmental Protection,General People,Other Authority
29 March 2024 08:02,"পরিবেশ মন্ত্রকের আপত্তি উড়িয়ে জঙ্গলে খনির বরাত আদানিদেরই, অস্বীকার ‘প্রভাব খাটানোর’ অভিযোগ",ID-386.txt,Yes,No,No,No,Maybe Real,Negative,India,Foresty and Tree Plantation,Dishonest people,Governent
11 June 2017 19:55,আইনানুগ ব্যবস্থা নিতে সংসদীয় কমিটির সুপারিশ গুলশান লেকের দূষণ রোধে ওয়াসার নিষ্ফল প্রকল্প,ID-3866.txt,Yes,No,Yes,No,Real,Positive,Bangladesh,Water Pollution,Authority,Government
27 March 2024 05:21,প্রচার-দূষণ নিয়ে ভাবার সময় আছে কি নেতাদের,ID-387.txt,Yes,No,No,No,Problematic,Negative,India,Plastic Pollution,Goverment,Other Authority
05 May 2017 09:38,রামপালের দূষণ নরসিংদী থেকে কলকাতা পর্যন্ত ছড়াবে,ID-3870.txt,Yes,No,Yes,Yes,Real,Positive,Bangladesh,Environmental Pollution,Authority,Government
22 April 2017 22:00,দূষণ-গন্ধ রোধে বৃষ্টিই এখন ভরসা,ID-3872.txt,No,No,Yes,No,Real,Positive,Bangladesh,Rain,N/A,Environmental/Forestry Authority
